codigo,produto,categoria,marca,preco_venda,custo_unitario,estoque,fornecedor,observacao
PAP-0023,Agenda Orbe 23,Papelaria,Orbe,37.44,26.58,28,Hub Nordeste,
BRI-0026,Quebra-cabeça Atlas 26,Brinquedos,Atlas,50.87,25.77,40,Central Sudeste,
BEL-0013,Escova Ponto 13,Beleza,Ponto,104.67,52.23,33,Distribuidora Norte,
CAS-0030,Luminária Terra 30,Casa e Cozinha,Terra,84.95,38.24,22,Central Sudeste,
LIV-0013,Livro técnico Orbe 13,Livros,Orbe,56.87,41.15,28,Distribuidora Norte,
FER-0019,Lanterna Vértice 19,Ferramentas,Vértice,77.61,32.7,40,Hub Nordeste,
PET-0021,Brinquedo pet Fluxo 21,Pet,Fluxo,38.48,18.9,22,Parceiro Centro-Oeste,
INF-0035,Teclado Nexo 35,Informática,Nexo,107.27,49.57,25,Central Sudeste,Revisar embalagem
ELE-0038,Carregador Brisa 38,Eletrônicos,Brisa,354.27,224.42,19,Hub Nordeste,
CAS-0031,Luminária Prisma 31,Casa e Cozinha,Prisma,143.99,69.01,40,Distribuidora Norte,
CAS-0032,Panela Atlas 32,Casa e Cozinha,Atlas,143.27,91.6,46,Comercial Sul,
PAP-0024,Caderno Alva 24,Papelaria,Alva,25.55,12.65,27,Central Sudeste,
ESP-0027,Corda Nexo 27,Esporte,Nexo,56.49,40.45,21,Comercial Sul,
INF-0036,Teclado Raiz 36,Informática,Raiz,274.83,112.9,26,Comercial Sul,
BEL-0014,Aparador Brisa 14,Beleza,Brisa,101.95,69.89,34,Parceiro Centro-Oeste,
LIV-0014,Livro técnico Fluxo 14,Livros,Fluxo,108.34,54.87,18,Hub Nordeste,
INF-0037,Suporte para notebook Lume 37,Informática,Lume,63.32,35.53,22,Distribuidora Norte,
PET-0022,Kit de higiene Alva 22,Pet,Alva,32.82,12.93,34,Comercial Sul,
INF-0038,Hub USB Brisa 38,Informática,Brisa,295.5,149.12,34,Hub Nordeste,
FER-0020,Trena Prisma 20,Ferramentas,Prisma,122.23,65.85,38,Hub Nordeste,
INF-0039,Webcam Ponto 39,Informática,Ponto,221.86,120.64,38,Distribuidora Norte,
PET-0023,Kit de higiene Orbe 23,Pet,Orbe,56.1,30.19,31,Distribuidora Norte,
FER-0021,Lanterna Nexo 21,Ferramentas,Nexo,147.89,100.62,28,Hub Nordeste,
AUT-0012,Kit de limpeza Atlas 12,Automotivo,Atlas,79.1,33.87,18,Distribuidora Norte,
PET-0024,Cama pet Raiz 24,Pet,Raiz,129.12,89.08,10,Distribuidora Norte,
MOD-0028,Carteira Atlas 28,Moda,Atlas,73.8,52.6,30,Parceiro Centro-Oeste,
BRI-0027,Quebra-cabeça Nexo 27,Brinquedos,Nexo,76.36,45.41,34,Central Sudeste,
MOD-0029,Carteira Raiz 29,Moda,Raiz,65.35,44.16,11,Central Sudeste,
ELE-0039,Fone sem fio Raiz 39,Eletrônicos,Raiz,198.42,119.67,31,Hub Nordeste,
LIV-0015,Livro infantil Orbe 15,Livros,Orbe,72.88,42.2,22,Distribuidora Norte,
LIV-0016,Guia prático Vértice 16,Livros,Vértice,75.95,49.36,16,Comercial Sul,
PET-0025,Kit de higiene Alva 25,Pet,Alva,29.53,17.71,29,Comercial Sul,
ESP-0028,Faixa elástica Vértice 28,Esporte,Vértice,135.56,51.55,24,Comercial Sul,
BEL-0015,Aparador Prisma 15,Beleza,Prisma,115.98,84.12,39,Distribuidora Norte,
BRI-0028,Blocos Terra 28,Brinquedos,Terra,70.02,48.49,55,Hub Nordeste,
CAS-0033,Garrafa térmica Brisa 33,Casa e Cozinha,Brisa,102.25,56.68,18,Central Sudeste,
ELE-0040,Cabo USB Ponto 40,Eletrônicos,Ponto,174.01,75.8,16,Central Sudeste,
ESP-0029,Corda Horizonte 29,Esporte,Horizonte,50.29,27.8,57,Central Sudeste,
ESP-0030,Colchonete Alva 30,Esporte,Alva,51.69,36.87,11,Hub Nordeste,
CAS-0034,Garrafa térmica Nexo 34,Casa e Cozinha,Nexo,107.81,55.99,50,Hub Nordeste,
BEL-0016,Aparador Ponto 16,Beleza,Ponto,157.01,111.39,13,Comercial Sul,
BEL-0017,Kit de cuidados Terra 17,Beleza,Terra,64.07,42.94,11,Distribuidora Norte,
CAS-0035,Organizador Viva 35,Casa e Cozinha,Viva,91.02,34.72,17,Central Sudeste,
BEL-0018,Escova Horizonte 18,Beleza,Horizonte,52.91,37.06,44,Central Sudeste,
BRI-0029,Kit criativo Orbe 29,Brinquedos,Orbe,68.68,37.25,17,Hub Nordeste,
CAS-0036,Garrafa térmica Ponto 36,Casa e Cozinha,Ponto,93.77,39.22,37,Comercial Sul,
AUT-0013,Capa protetora Atlas 13,Automotivo,Atlas,130.84,74.89,27,Central Sudeste,
FER-0022,Lanterna Raiz 22,Ferramentas,Raiz,68.25,35.5,40,Comercial Sul,
LIV-0017,Romance Raiz 17,Livros,Raiz,78.16,34.16,31,Central Sudeste,
CAS-0037,Jogo de copos Lume 37,Casa e Cozinha,Lume,261.97,111.67,22,Distribuidora Norte,
LIV-0018,Romance Vértice 18,Livros,Vértice,56.92,28.23,36,Hub Nordeste,
PET-0026,Kit de higiene Lume 26,Pet,Lume,34.64,15.46,51,Hub Nordeste,
BRI-0030,Jogo educativo Fluxo 30,Brinquedos,Fluxo,136.26,78.39,21,Hub Nordeste,
PET-0027,Brinquedo pet Nexo 27,Pet,Nexo,71.52,33.46,24,Central Sudeste,
LIV-0019,Livro infantil Terra 19,Livros,Terra,41.46,28.7,29,Comercial Sul,
BRI-0031,Kit criativo Viva 31,Brinquedos,Viva,60.86,37.11,22,Parceiro Centro-Oeste,
CAS-0038,Garrafa térmica Ponto 38,Casa e Cozinha,Ponto,225.9,147.4,19,Central Sudeste,
MOD-0030,Carteira Viva 30,Moda,Viva,73.43,47.06,23,Parceiro Centro-Oeste,
ELE-0041,Carregador Alva 41,Eletrônicos,Alva,170.03,79.93,20,Distribuidora Norte,
BRI-0032,Boneco Nexo 32,Brinquedos,Nexo,78.28,42.84,7,Parceiro Centro-Oeste,
PET-0028,Coleira Fluxo 28,Pet,Fluxo,84.17,51.1,22,Central Sudeste,
ELE-0042,Fone sem fio Nexo 42,Eletrônicos,Nexo,400.9,163.64,33,Hub Nordeste,
PAP-0025,Agenda Brisa 25,Papelaria,Brisa,31.39,15.87,15,Parceiro Centro-Oeste,
INF-0040,Teclado Orbe 40,Informática,Orbe,170.54,104.65,26,Distribuidora Norte,
MOD-0031,Mochila Orbe 31,Moda,Orbe,85.26,37.23,38,Distribuidora Norte,
INF-0041,Suporte para notebook Atlas 41,Informática,Atlas,304.91,122.63,31,Parceiro Centro-Oeste,
FER-0023,Organizador Ponto 23,Ferramentas,Ponto,113.01,64.84,20,Hub Nordeste,
ELE-0043,Smartwatch Viva 43,Eletrônicos,Viva,125.39,69.13,71,Hub Nordeste,
AUT-0014,Kit de limpeza Viva 14,Automotivo,Viva,72.36,34.87,37,Distribuidora Norte,Revisar embalagem
PET-0029,Kit de higiene Orbe 29,Pet,Orbe,41.94,26.59,9,Parceiro Centro-Oeste,
PAP-0026,Caderno Vértice 26,Papelaria,Vértice,48.43,34.95,12,Hub Nordeste,
MOD-0032,Camiseta Lume 32,Moda,Lume,50.27,21.12,31,Central Sudeste,
MOD-0033,Carteira Orbe 33,Moda,Orbe,94.74,51.81,19,Parceiro Centro-Oeste,
AUT-0015,Organizador Orbe 15,Automotivo,Orbe,103.15,73.53,3,Hub Nordeste,
CAS-0039,Luminária Fluxo 39,Casa e Cozinha,Fluxo,185.68,124.9,29,Comercial Sul,
PAP-0027,Agenda Vértice 27,Papelaria,Vértice,31.23,16.32,21,Comercial Sul,
INF-0042,Mouse Vértice 42,Informática,Vértice,406.45,289.5,17,Parceiro Centro-Oeste,
PAP-0028,Caderno Vértice 28,Papelaria,Vértice,30.0,17.73,23,Central Sudeste,
ELE-0044,Cabo USB Lume 44,Eletrônicos,Lume,333.57,135.53,34,Comercial Sul,Produto sazonal
PAP-0029,Caneta Brisa 29,Papelaria,Brisa,20.68,14.38,23,Central Sudeste,
PAP-0030,Agenda Atlas 30,Papelaria,Atlas,60.23,31.47,35,Parceiro Centro-Oeste,
ESP-0031,Colchonete Atlas 31,Esporte,Atlas,99.02,53.03,22,Comercial Sul,
LIV-0020,Livro técnico Ponto 20,Livros,Ponto,43.52,18.72,9,Central Sudeste,
MOD-0034,Mochila Fluxo 34,Moda,Fluxo,29.59,12.01,22,Central Sudeste,
MOD-0035,Camiseta Prisma 35,Moda,Prisma,182.41,91.62,13,Distribuidora Norte,
LIV-0021,Romance Orbe 21,Livros,Orbe,35.12,19.61,23,Distribuidora Norte,
PAP-0031,Agenda Orbe 31,Papelaria,Orbe,21.05,12.16,20,Distribuidora Norte,
FER-0024,Alicate Vértice 24,Ferramentas,Vértice,125.71,90.62,29,Distribuidora Norte,
INF-0043,Mouse Raiz 43,Informática,Raiz,160.34,68.09,33,Hub Nordeste,
INF-0044,Suporte para notebook Nexo 44,Informática,Nexo,176.25,75.56,14,Central Sudeste,
INF-0045,Mouse Atlas 45,Informática,Atlas,134.86,83.73,17,Hub Nordeste,Revisar embalagem
BRI-0033,Boneco Prisma 33,Brinquedos,Prisma,61.67,36.45,8,Parceiro Centro-Oeste,Produto sazonal
ESP-0032,Corda Raiz 32,Esporte,Raiz,77.18,40.99,33,Central Sudeste,
MOD-0036,Camiseta Brisa 36,Moda,Brisa,56.84,29.16,27,Central Sudeste,Produto sazonal
BRI-0034,Blocos Alva 34,Brinquedos,Alva,98.05,43.54,45,Hub Nordeste,
BEL-0019,Escova Horizonte 19,Beleza,Horizonte,105.4,63.64,40,Comercial Sul,
FER-0025,Trena Horizonte 25,Ferramentas,Horizonte,121.26,77.16,50,Parceiro Centro-Oeste,
MOD-0037,Meia Raiz 37,Moda,Raiz,72.14,47.36,36,Hub Nordeste,
CAS-0040,Garrafa térmica Orbe 40,Casa e Cozinha,Orbe,112.54,58.37,13,Hub Nordeste,
BEL-0020,Kit de cuidados Vértice 20,Beleza,Vértice,219.08,132.69,17,Distribuidora Norte,
CAS-0041,Garrafa térmica Raiz 41,Casa e Cozinha,Raiz,113.38,59.02,17,Hub Nordeste,
ELE-0045,Caixa de som Alva 45,Eletrônicos,Alva,195.36,104.83,30,Hub Nordeste,
ELE-0046,Carregador Alva 46,Eletrônicos,Alva,263.41,106.84,18,Distribuidora Norte,
FER-0026,Trena Lume 26,Ferramentas,Lume,106.14,49.84,23,Central Sudeste,Revisar embalagem
ESP-0033,Garrafa Horizonte 33,Esporte,Horizonte,70.8,47.02,26,Parceiro Centro-Oeste,
BEL-0021,Espelho Prisma 21,Beleza,Prisma,49.49,35.17,26,Central Sudeste,
MOD-0038,Camiseta Lume 38,Moda,Lume,88.75,60.43,24,Hub Nordeste,
PAP-0032,Caderno Terra 32,Papelaria,Terra,12.76,7.67,38,Hub Nordeste,
FER-0027,Trena Raiz 27,Ferramentas,Raiz,87.28,47.29,31,Hub Nordeste,
MOD-0039,Camiseta Viva 39,Moda,Viva,82.45,36.73,18,Hub Nordeste,
ESP-0034,Garrafa Vértice 34,Esporte,Vértice,97.08,45.83,17,Distribuidora Norte,
BEL-0022,Kit de cuidados Brisa 22,Beleza,Brisa,89.87,62.24,26,Comercial Sul,
AUT-0016,Organizador Orbe 16,Automotivo,Orbe,88.03,60.53,25,Hub Nordeste,
MOD-0040,Camiseta Brisa 40,Moda,Brisa,82.59,56.55,38,Comercial Sul,
AUT-0017,Capa protetora Raiz 17,Automotivo,Raiz,103.27,69.62,14,Parceiro Centro-Oeste,
INF-0046,Teclado Raiz 46,Informática,Raiz,135.56,93.6,18,Comercial Sul,
PET-0030,Cama pet Viva 30,Pet,Viva,39.69,23.88,26,Distribuidora Norte,
BRI-0035,Jogo educativo Atlas 35,Brinquedos,Atlas,126.74,85.1,29,Parceiro Centro-Oeste,
ELE-0047,Carregador Fluxo 47,Eletrônicos,Fluxo,537.15,271.85,22,Hub Nordeste,Revisar embalagem
PAP-0033,Caderno Ponto 33,Papelaria,Ponto,35.87,23.94,32,Hub Nordeste,
BRI-0036,Quebra-cabeça Ponto 36,Brinquedos,Ponto,95.86,57.77,14,Parceiro Centro-Oeste,
INF-0047,Mouse Terra 47,Informática,Terra,253.87,105.77,33,Central Sudeste,
ESP-0035,Corda Viva 35,Esporte,Viva,82.49,55.45,26,Distribuidora Norte,
PET-0031,Comedouro Viva 31,Pet,Viva,73.99,51.48,21,Comercial Sul,
CAS-0042,Panela Nexo 42,Casa e Cozinha,Nexo,59.72,43.16,42,Parceiro Centro-Oeste,
ESP-0036,Faixa elástica Prisma 36,Esporte,Prisma,130.05,84.28,17,Distribuidora Norte,
ESP-0037,Colchonete Vértice 37,Esporte,Vértice,79.26,34.84,17,Distribuidora Norte,Produto sazonal
CAS-0043,Jogo de copos Alva 43,Casa e Cozinha,Alva,109.56,54.26,13,Distribuidora Norte,
FER-0028,Alicate Orbe 28,Ferramentas,Orbe,104.68,59.34,19,Central Sudeste,
MOD-0041,Mochila Brisa 41,Moda,Brisa,65.19,43.5,44,Comercial Sul,
INF-0048,Suporte para notebook Nexo 48,Informática,Nexo,180.02,79.0,62,Central Sudeste,
AUT-0018,Capa protetora Raiz 18,Automotivo,Raiz,105.91,40.78,21,Central Sudeste,
FER-0029,Trena Horizonte 29,Ferramentas,Horizonte,114.27,51.1,24,Comercial Sul,
CAS-0044,Garrafa térmica Terra 44,Casa e Cozinha,Terra,176.92,86.11,14,Comercial Sul,Produto sazonal
PET-0032,Brinquedo pet Vértice 32,Pet,Vértice,65.94,36.67,21,Comercial Sul,
INF-0049,Mouse Horizonte 49,Informática,Horizonte,186.19,109.9,14,Central Sudeste,
AUT-0019,Capa protetora Prisma 19,Automotivo,Prisma,104.65,46.0,15,Distribuidora Norte,
BRI-0037,Jogo educativo Prisma 37,Brinquedos,Prisma,103.18,57.62,15,Comercial Sul,Reposição prioritária
BRI-0038,Blocos Vértice 38,Brinquedos,Vértice,65.18,30.44,60,Hub Nordeste,
INF-0050,Hub USB Orbe 50,Informática,Orbe,161.63,110.9,8,Distribuidora Norte,
FER-0030,Alicate Fluxo 30,Ferramentas,Fluxo,120.98,46.79,19,Parceiro Centro-Oeste,
INF-0051,Hub USB Lume 51,Informática,Lume,324.03,211.36,42,Comercial Sul,
CAS-0045,Panela Fluxo 45,Casa e Cozinha,Fluxo,159.35,77.68,15,Central Sudeste,
ELE-0048,Smartwatch Terra 48,Eletrônicos,Terra,372.43,216.32,9,Hub Nordeste,
MOD-0042,Mochila Ponto 42,Moda,Ponto,40.81,22.9,14,Hub Nordeste,
ELE-0049,Smartwatch Alva 49,Eletrônicos,Alva,204.37,150.47,9,Central Sudeste,
FER-0031,Jogo de chaves Nexo 31,Ferramentas,Nexo,110.81,69.07,29,Hub Nordeste,
BRI-0039,Quebra-cabeça Prisma 39,Brinquedos,Prisma,199.34,93.16,16,Central Sudeste,
INF-0052,Teclado Ponto 52,Informática,Ponto,261.83,128.1,22,Comercial Sul,
INF-0053,Mouse Terra 53,Informática,Terra,354.78,197.3,21,Distribuidora Norte,Produto sazonal
INF-0054,Hub USB Brisa 54,Informática,Brisa,141.09,78.84,14,Parceiro Centro-Oeste,
PAP-0034,Caderno Lume 34,Papelaria,Lume,18.99,13.53,9,Comercial Sul,
PET-0033,Comedouro Ponto 33,Pet,Ponto,110.27,59.63,36,Distribuidora Norte,Produto sazonal
CAS-0046,Organizador Atlas 46,Casa e Cozinha,Atlas,80.33,36.17,22,Hub Nordeste,
PET-0034,Cama pet Viva 34,Pet,Viva,117.15,73.61,23,Distribuidora Norte,
INF-0055,Webcam Alva 55,Informática,Alva,201.79,148.95,30,Comercial Sul,
PET-0035,Kit de higiene Nexo 35,Pet,Nexo,24.43,16.94,27,Distribuidora Norte,
FER-0032,Organizador Vértice 32,Ferramentas,Vértice,216.43,88.72,34,Hub Nordeste,
MOD-0043,Mochila Prisma 43,Moda,Prisma,54.47,21.38,16,Distribuidora Norte,
BRI-0040,Boneco Atlas 40,Brinquedos,Atlas,92.4,60.4,12,Distribuidora Norte,
PET-0036,Coleira Raiz 36,Pet,Raiz,56.72,39.01,19,Central Sudeste,
INF-0056,Suporte para notebook Raiz 56,Informática,Raiz,218.15,117.8,7,Comercial Sul,
ELE-0050,Smartwatch Nexo 50,Eletrônicos,Nexo,375.87,189.48,27,Comercial Sul,
ELE-0051,Cabo USB Fluxo 51,Eletrônicos,Fluxo,160.56,65.07,11,Distribuidora Norte,
LIV-0022,Romance Lume 22,Livros,Lume,108.94,50.68,17,Parceiro Centro-Oeste,
MOD-0044,Mochila Ponto 44,Moda,Ponto,99.3,45.8,19,Comercial Sul,
BRI-0041,Boneco Lume 41,Brinquedos,Lume,55.48,25.01,28,Parceiro Centro-Oeste,
PET-0037,Coleira Lume 37,Pet,Lume,121.14,48.88,36,Distribuidora Norte,
ELE-0052,Carregador Prisma 52,Eletrônicos,Prisma,219.39,128.36,40,Central Sudeste,
MOD-0045,Camiseta Nexo 45,Moda,Nexo,73.95,30.1,12,Hub Nordeste,
ELE-0053,Smartwatch Vértice 53,Eletrônicos,Vértice,393.97,286.85,58,Parceiro Centro-Oeste,
CAS-0047,Organizador Nexo 47,Casa e Cozinha,Nexo,127.11,60.85,36,Hub Nordeste,
BRI-0042,Kit criativo Orbe 42,Brinquedos,Orbe,61.55,28.01,22,Hub Nordeste,
AUT-0020,Kit de limpeza Ponto 20,Automotivo,Ponto,140.12,82.45,28,Distribuidora Norte,
PAP-0035,Caderno Fluxo 35,Papelaria,Fluxo,32.1,18.44,16,Central Sudeste,
INF-0057,Suporte para notebook Lume 57,Informática,Lume,157.67,70.07,40,Distribuidora Norte,
PAP-0036,Estojo Ponto 36,Papelaria,Ponto,44.51,30.16,21,Hub Nordeste,
INF-0058,Webcam Lume 58,Informática,Lume,197.72,105.68,15,Hub Nordeste,
FER-0033,Lanterna Alva 33,Ferramentas,Alva,46.95,31.45,35,Central Sudeste,
BRI-0043,Boneco Alva 43,Brinquedos,Alva,74.75,42.01,28,Comercial Sul,
ELE-0054,Fone sem fio Lume 54,Eletrônicos,Lume,333.58,203.05,34,Central Sudeste,
INF-0059,Mouse Orbe 59,Informática,Orbe,123.71,77.31,20,Central Sudeste,
ELE-0055,Fone sem fio Prisma 55,Eletrônicos,Prisma,359.01,150.52,43,Parceiro Centro-Oeste,
AUT-0021,Kit de limpeza Prisma 21,Automotivo,Prisma,66.6,30.61,28,Parceiro Centro-Oeste,
ESP-0038,Corda Vértice 38,Esporte,Vértice,47.04,27.57,27,Parceiro Centro-Oeste,
MOD-0046,Mochila Nexo 46,Moda,Nexo,69.42,49.9,19,Distribuidora Norte,Produto sazonal
BRI-0044,Blocos Viva 44,Brinquedos,Viva,91.1,43.66,22,Central Sudeste,
PAP-0037,Caneta Raiz 37,Papelaria,Raiz,25.78,16.83,21,Hub Nordeste,
ELE-0056,Fone sem fio Vértice 56,Eletrônicos,Vértice,226.94,101.58,12,Hub Nordeste,
AUT-0022,Organizador Raiz 22,Automotivo,Raiz,83.8,52.7,8,Distribuidora Norte,
CAS-0048,Organizador Orbe 48,Casa e Cozinha,Orbe,77.84,29.84,38,Central Sudeste,
PAP-0038,Estojo Vértice 38,Papelaria,Vértice,16.38,8.65,51,Hub Nordeste,
BRI-0045,Jogo educativo Fluxo 45,Brinquedos,Fluxo,56.03,34.06,10,Central Sudeste,
BRI-0046,Quebra-cabeça Prisma 46,Brinquedos,Prisma,46.67,27.74,14,Central Sudeste,
AUT-0023,Carregador veicular Orbe 23,Automotivo,Orbe,102.02,44.89,25,Hub Nordeste,
ELE-0057,Smartwatch Lume 57,Eletrônicos,Lume,375.7,214.69,8,Hub Nordeste,
LIV-0023,Biografia Nexo 23,Livros,Nexo,65.21,46.36,7,Hub Nordeste,
ESP-0039,Corda Alva 39,Esporte,Alva,97.35,58.54,46,Distribuidora Norte,
ESP-0040,Colchonete Orbe 40,Esporte,Orbe,51.57,38.14,34,Central Sudeste,
INF-0060,Hub USB Atlas 60,Informática,Atlas,220.69,105.68,19,Hub Nordeste,
ELE-0058,Caixa de som Vértice 58,Eletrônicos,Vértice,217.06,154.52,21,Central Sudeste,
CAS-0049,Jogo de copos Horizonte 49,Casa e Cozinha,Horizonte,184.36,100.1,19,Distribuidora Norte,
CAS-0050,Jogo de copos Vértice 50,Casa e Cozinha,Vértice,85.11,50.15,43,Hub Nordeste,
ESP-0041,Faixa elástica Lume 41,Esporte,Lume,55.76,27.02,26,Distribuidora Norte,Reposição prioritária
PAP-0039,Marcador Alva 39,Papelaria,Alva,33.85,22.95,36,Hub Nordeste,
BRI-0047,Boneco Terra 47,Brinquedos,Terra,45.15,19.83,35,Hub Nordeste,
ESP-0042,Garrafa Horizonte 42,Esporte,Horizonte,65.71,46.89,25,Parceiro Centro-Oeste,
ESP-0043,Halter Horizonte 43,Esporte,Horizonte,75.86,43.96,29,Comercial Sul,Produto sazonal
ELE-0059,Smartwatch Brisa 59,Eletrônicos,Brisa,322.92,148.23,12,Central Sudeste,
PAP-0040,Agenda Fluxo 40,Papelaria,Fluxo,26.36,15.91,47,Distribuidora Norte,
CAS-0051,Garrafa térmica Raiz 51,Casa e Cozinha,Raiz,114.62,54.98,35,Comercial Sul,
INF-0061,Mouse Alva 61,Informática,Alva,264.6,156.71,26,Central Sudeste,
ESP-0044,Garrafa Orbe 44,Esporte,Orbe,143.19,60.81,16,Central Sudeste,
ESP-0045,Garrafa Brisa 45,Esporte,Brisa,128.87,57.88,25,Comercial Sul,
ELE-0060,Caixa de som Fluxo 60,Eletrônicos,Fluxo,325.49,225.18,29,Hub Nordeste,
PAP-0041,Caneta Prisma 41,Papelaria,Prisma,50.87,31.69,23,Central Sudeste,
PAP-0042,Marcador Viva 42,Papelaria,Viva,44.16,19.49,22,Central Sudeste,
BRI-0048,Kit criativo Nexo 48,Brinquedos,Nexo,45.19,32.84,27,Central Sudeste,
BRI-0049,Quebra-cabeça Alva 49,Brinquedos,Alva,187.77,109.26,14,Distribuidora Norte,
BRI-0050,Jogo educativo Alva 50,Brinquedos,Alva,57.19,26.59,19,Comercial Sul,
CAS-0052,Luminária Raiz 52,Casa e Cozinha,Raiz,224.34,120.59,31,Distribuidora Norte,
MOD-0047,Meia Nexo 47,Moda,Nexo,63.56,35.81,24,Central Sudeste,
LIV-0024,Romance Alva 24,Livros,Alva,58.26,40.51,11,Parceiro Centro-Oeste,
ESP-0046,Colchonete Ponto 46,Esporte,Ponto,101.58,70.99,10,Hub Nordeste,
PAP-0043,Caderno Orbe 43,Papelaria,Orbe,38.62,18.88,7,Hub Nordeste,
BEL-0023,Escova Prisma 23,Beleza,Prisma,91.73,54.13,12,Distribuidora Norte,
LIV-0025,Livro infantil Raiz 25,Livros,Raiz,44.98,17.29,21,Hub Nordeste,
MOD-0048,Mochila Lume 48,Moda,Lume,71.96,43.88,13,Hub Nordeste,
FER-0034,Lanterna Terra 34,Ferramentas,Terra,87.57,37.86,37,Parceiro Centro-Oeste,
FER-0035,Alicate Raiz 35,Ferramentas,Raiz,62.93,29.5,24,Central Sudeste,
LIV-0026,Guia prático Fluxo 26,Livros,Fluxo,44.22,17.48,37,Central Sudeste,
LIV-0027,Livro infantil Raiz 27,Livros,Raiz,67.32,30.52,32,Central Sudeste,Produto sazonal
MOD-0049,Meia Ponto 49,Moda,Ponto,58.61,29.95,11,Comercial Sul,Produto sazonal
CAS-0053,Organizador Vértice 53,Casa e Cozinha,Vértice,165.68,88.48,31,Parceiro Centro-Oeste,Reposição prioritária
PET-0038,Brinquedo pet Ponto 38,Pet,Ponto,76.94,48.12,19,Comercial Sul,
LIV-0028,Guia prático Prisma 28,Livros,Prisma,69.8,31.27,6,Central Sudeste,
INF-0062,Suporte para notebook Brisa 62,Informática,Brisa,172.96,126.64,6,Comercial Sul,
INF-0063,Hub USB Brisa 63,Informática,Brisa,152.28,97.85,8,Distribuidora Norte,
PET-0039,Cama pet Prisma 39,Pet,Prisma,50.83,32.63,69,Central Sudeste,
INF-0064,Suporte para notebook Lume 64,Informática,Lume,313.71,207.91,25,Parceiro Centro-Oeste,
CAS-0054,Luminária Horizonte 54,Casa e Cozinha,Horizonte,200.51,82.82,23,Comercial Sul,
BEL-0024,Escova Terra 24,Beleza,Terra,126.76,81.88,6,Parceiro Centro-Oeste,
ELE-0061,Smartwatch Ponto 61,Eletrônicos,Ponto,278.09,170.34,31,Comercial Sul,
CAS-0055,Luminária Raiz 55,Casa e Cozinha,Raiz,135.26,90.83,27,Hub Nordeste,
MOD-0050,Camiseta Ponto 50,Moda,Ponto,124.16,77.71,23,Parceiro Centro-Oeste,Reposição prioritária
INF-0065,Hub USB Alva 65,Informática,Alva,179.67,90.94,10,Central Sudeste,Revisar embalagem
PET-0040,Comedouro Fluxo 40,Pet,Fluxo,66.33,29.29,27,Distribuidora Norte,
PET-0041,Brinquedo pet Brisa 41,Pet,Brisa,61.82,40.98,42,Central Sudeste,
BEL-0025,Secador Brisa 25,Beleza,Brisa,85.93,38.62,21,Parceiro Centro-Oeste,
ELE-0062,Carregador Prisma 62,Eletrônicos,Prisma,267.69,189.92,27,Parceiro Centro-Oeste,
PAP-0044,Caneta Lume 44,Papelaria,Lume,32.06,15.62,41,Parceiro Centro-Oeste,
INF-0066,Teclado Orbe 66,Informática,Orbe,256.03,186.84,10,Central Sudeste,
BEL-0026,Escova Ponto 26,Beleza,Ponto,88.77,61.83,36,Distribuidora Norte,Produto sazonal
AUT-0024,Carregador veicular Lume 24,Automotivo,Lume,51.88,22.98,16,Comercial Sul,
AUT-0025,Capa protetora Alva 25,Automotivo,Alva,110.56,61.96,15,Distribuidora Norte,
MOD-0051,Boné Horizonte 51,Moda,Horizonte,51.72,33.0,12,Comercial Sul,
CAS-0056,Organizador Ponto 56,Casa e Cozinha,Ponto,148.35,56.88,21,Hub Nordeste,
BRI-0051,Blocos Nexo 51,Brinquedos,Nexo,89.84,36.31,22,Comercial Sul,
BRI-0052,Blocos Orbe 52,Brinquedos,Orbe,99.3,39.42,17,Comercial Sul,
BEL-0027,Secador Nexo 27,Beleza,Nexo,128.55,76.87,15,Parceiro Centro-Oeste,
BRI-0053,Jogo educativo Vértice 53,Brinquedos,Vértice,105.06,69.0,17,Hub Nordeste,
INF-0067,Teclado Alva 67,Informática,Alva,118.93,73.82,24,Distribuidora Norte,
ELE-0063,Fone sem fio Fluxo 63,Eletrônicos,Fluxo,393.99,232.04,14,Hub Nordeste,
LIV-0029,Livro infantil Ponto 29,Livros,Ponto,39.85,19.29,38,Hub Nordeste,
ELE-0064,Carregador Orbe 64,Eletrônicos,Orbe,220.11,93.95,14,Distribuidora Norte,
ELE-0065,Cabo USB Terra 65,Eletrônicos,Terra,170.85,118.37,32,Parceiro Centro-Oeste,
PET-0042,Coleira Horizonte 42,Pet,Horizonte,128.28,88.81,39,Hub Nordeste,
AUT-0026,Kit de limpeza Alva 26,Automotivo,Alva,72.33,47.52,19,Distribuidora Norte,
PAP-0045,Estojo Alva 45,Papelaria,Alva,82.41,58.03,16,Central Sudeste,
PET-0043,Kit de higiene Raiz 43,Pet,Raiz,73.26,38.77,25,Parceiro Centro-Oeste,Reposição prioritária
AUT-0027,Kit de limpeza Ponto 27,Automotivo,Ponto,106.6,72.21,35,Distribuidora Norte,
ELE-0066,Fone sem fio Alva 66,Eletrônicos,Alva,223.5,149.34,22,Distribuidora Norte,Produto sazonal
ESP-0047,Garrafa Raiz 47,Esporte,Raiz,74.89,54.13,54,Parceiro Centro-Oeste,
BEL-0028,Secador Ponto 28,Beleza,Ponto,98.73,69.4,35,Central Sudeste,
INF-0068,Hub USB Fluxo 68,Informática,Fluxo,231.54,107.96,28,Distribuidora Norte,
